,y_test,prediction
7646,790.9704,645.9323302435512
6132,5438.9202,3781.035381134342
5663,1174.4712,1537.1151336615978
3637,1166.4816,814.4202831280825
2966,143.8128,470.1053435467245
6577,761.6752,1722.3662086104914
6261,4288.4178,4969.840903942475
4083,1216.4166,4133.050405008584
4415,5219.872,2977.7296254549997
2643,5976.2208,3644.4454296636613
1132,1901.5248,2372.585176183327
5686,856.8846,1492.129058094427
7491,3175.866,2856.4375487383186
938,89.2172,-362.48952880079173
7453,509.337,1051.5628603287428
6510,3251.1014,2574.547832615353
234,605.878,706.2037043603334
722,1780.3492,2069.421706188484
187,778.986,2273.96131089272
3526,473.3838,1603.579973858185
4699,6831.108,3712.846375960004
2793,1837.608,1212.6593581855827
6198,3214.4824,3007.60679705385
2650,2524.0478,2412.4949174172484
7761,1403.5064,1365.3658010036747
3112,886.8456,1566.3724375019688
635,5087.3778,4523.946432961069
7677,2045.3376,4019.2724021559334
4413,3900.9222,2405.382099322521
4937,3658.571,1589.3342528847184
5645,2077.296,2589.8228208722758
1034,75.9012,-1140.6483740320318
3326,3478.805,2873.9048624941397
1103,5350.3688,2564.529795874341
6440,1113.2176,951.3921238697892
2578,2648.5524,2362.0625746094256
394,3259.7568,2998.0335738365857
4994,2292.3494,3305.548739138809
787,129.1652,-833.8572491043128
2152,2348.9424,2038.6430183822135
5105,1230.3984,1724.3395282347165
3379,727.0536,953.8777716372172
4800,488.6972,1856.216128571538
5276,2055.3246,1597.7772951567465
6608,691.1004,1845.9176514242347
7114,3174.5344,3158.5114461341573
6423,569.259,2650.980768979535
5840,1446.1176,1634.4590190340066
3766,5267.8096,3626.039671522251
5575,885.514,1496.923984474603
3779,3563.3616,2064.8031886017243
5977,8474.3024,5066.806761029837
7052,3675.216,3585.7133387547774
1082,1584.604,1700.807901795135
7917,743.0328,1390.7777790114665
5836,3271.7412,3689.9834985569723
3976,1592.5936,2499.485523694228
1783,2364.9216,2292.3304661952156
1414,3420.8804,5126.788929003464
3724,5000.8238,4152.208790517025
5605,1607.907,3322.794368695111
2509,2960.1468,2303.9198753453475
2067,1518.024,2348.070213332699
2774,1419.4856,1750.2867551068202
6630,173.108,-494.8714182079257
1817,4410.2592,3011.9537051832294
3805,2182.4924,3091.465121868871
2081,392.822,1208.9774690447894
7551,3229.7958,4163.19170285723
5173,2302.3364,2891.472157851555
3714,5299.768,4121.866915489283
692,4974.1918,4008.6053973286216
1235,3235.788,2579.5643075194544
5770,2388.2246,2325.9235907993325
642,3246.4408,2319.3197472296088
7419,2444.8176,2171.788006349132
3315,2956.152,3017.605407966073
3679,2695.1584,2127.0284881683137
38,388.1614,2109.634795562367
7813,109.1912,-960.2839676122205
5155,354.2056,1113.9427502060485
8405,124.5046,139.67637323537429
1180,2190.482,2471.8365216062507
1022,352.874,933.4878235744
7538,1817.634,2415.460559103332
8284,197.0768,-249.61939537508306
7975,922.7988,1401.354492091228
1332,1957.452,2285.92927379598
5873,2422.1804,2124.98897647368
2189,5243.8408,3637.0191539716016
1386,3691.1952,2791.0161500449813
147,1597.92,2665.4091621926073
8244,3964.839,4305.173511752779
7158,5592.72,3482.5169340987886
4520,2302.3364,1959.971074061167
3769,3567.3564,4513.431272911612
5470,1791.6678,1034.8619874394697
7898,790.9704,2332.9002175781434
8441,777.6544,1576.084086820376
4919,341.5554,1809.9353678798027
196,992.7078,808.6472829267507
5367,2596.62,2708.842580378985
1456,351.5424,1441.406864358338
277,450.0808,1842.6705118938482
1830,1468.089,720.8546837942955
2172,697.7584,962.3275934416738
3266,5752.512,3347.3638459968834
1379,5816.4288,5240.565375502425
4844,102.5332,-93.44946323654199
6799,459.402,3620.7058789209354
7782,2345.6134,2941.8523266252596
2843,2796.36,3719.122369593027
1283,1581.275,1069.516372045722
3375,352.874,848.6601643051908
5739,2087.283,2639.295612493793
5937,312.926,574.5730641749917
3180,1524.0162,1639.1978466305686
7671,1078.596,508.74153128875594
8210,3435.528,3331.676091835594
2417,3731.809,3114.8376375814123
7299,3352.303,2870.107738194386
958,1973.4312,2615.6976749720147
6956,2125.2336,1590.0008642557434
3740,91.8804,-941.5228531924236
3079,497.3526,1134.8639671427618
5167,683.1108,1904.6088685824377
839,2857.6136,1563.7097431021475
39,2180.495,2871.547843265723
7852,1342.2528,1621.532006753277
4881,2792.3652,2462.132570866615
6258,2512.7292,2670.744390949883
7427,884.1824,1599.4776461392025
3603,330.2368,829.2828427832419
7648,1070.6064,1429.3368610284733
462,1787.673,1900.8709536730344
4065,1845.5976,2765.2624924515067
982,384.8324,1221.2547900962404
6296,247.6776,211.74062117576455
641,6611.394,3143.645460869076
454,2683.174,1439.3790909160005
20,3775.086,3956.8058766032873
8401,1395.5168,1511.6341185990811
8283,1845.5976,1549.3859829005157
3639,390.1588,1376.745304103964
244,3225.1352,3598.780886229721
2984,1257.0304,2497.16178862075
6154,3874.956,3106.886979867315
3978,882.8508,879.9465415600205
4609,1049.9666,555.1521159331917
6039,1757.712,2374.543884979985
882,300.9416,701.832511587445
3443,1150.5024,866.7546362417988
7632,41.9454,-1127.9696714021302
4967,3146.5708,2985.0416810951137
3634,1601.249,2088.9711338387046
4060,5609.365,4916.041715504451
651,229.701,-994.1909685680259
1852,874.8612,532.4280243938642
162,3315.684,3189.5434816821107
7043,992.7078,2402.828017245508
4240,1518.024,3011.977877559176
6163,1957.452,2268.1891901340887
5863,2387.5588,3018.601761001884
304,7696.648,3403.0445963848665
4853,2852.2872,3253.4142891915503
7311,1494.0552,1511.9424299500004
7398,1494.0552,1434.8277204390026
6866,647.8234,1467.2223281011095
6943,325.5762,1815.0190525050696
1085,5173.266,4223.340852386258
7496,2868.2664,3800.289971691773
5165,2954.1546,2750.5057093318155
2457,5099.3622,3417.0606893719328
8008,2743.7618,3441.465931652458
2813,113.186,183.13277287727124
2214,2936.178,3076.894631131981
1168,2519.3872,1859.0259255874041
8070,868.869,1733.5810172507972
6148,2740.4328,3069.9419893701634
8253,2896.8958,2407.7652944907095
6913,325.5762,1819.543208178378
6340,3123.9336,3085.6471664208443
8003,1342.2528,3046.174377917713
1261,2681.8424,2308.878411870157
296,583.2408,752.9242496842342
229,3101.2964,4290.063367610606
2241,856.8846,1087.3055695603084
4407,587.2356,1693.6442025308588
221,1416.8224,1451.8676031559373
6982,5073.396,4030.002887399646
6688,5888.3352,4524.312082937653
1411,928.791,1083.2745760623152
2549,6381.693,2300.220583669778
4123,4082.6856,2366.6878152569284
5435,2127.231,2468.1408372679357
2076,2516.724,2111.754864623443
7886,1857.582,1667.6713089356401
3840,1559.9694,2393.8737040580854
4068,1761.7068,1590.0801318224453
5972,549.285,1089.1652078618317
7176,2037.348,2677.3406102057284
1091,2503.408,2550.7660745125777
7138,652.484,1084.1701492403186
8141,452.744,735.4524417697892
2250,458.0704,1753.1039213373065
4977,2446.815,2525.871854911706
5518,2463.46,1306.4799151260813
6481,2716.464,2241.8559265712283
6605,1125.202,2406.7811956111623
4328,5690.5926,2766.0699054841234
8153,1719.7614,2987.186975736778
6289,2247.075,3116.9447660466835
2676,4134.618,3097.576945139592
4582,3495.45,3848.915212938626
5399,2802.3522,1924.6398881261905
8412,2203.798,3488.9507747792236
5599,429.441,373.7885174635603
4076,2450.144,2674.865663243119
6436,3506.7686,2273.5535490616567
3636,6338.416,2918.5457373088743
841,178.4344,-417.10693617622087
3528,3872.9586,2905.7871861274407
1547,829.5868,570.4470075280954
6724,1454.1072,1980.6379632974194
6853,3098.6332,1981.1208369624633
8046,392.822,3140.6470378465415
1029,1198.44,999.2265013792344
7766,1707.777,1918.7183029859139
6670,264.9884,2279.054647986954
8148,3142.576,3084.5601255286665
7355,80.5618,-555.7706546006814
4900,3439.5228,2511.035803065747
6428,1808.9786,2546.3795965169884
5498,309.597,1422.2842083201574
7533,2572.6512,2969.3602923912335
7994,3593.3226,2679.112893318612
3910,1621.8888,3439.8625578253345
2568,659.142,531.5913018839972
2644,884.1824,931.9269569857631
733,1807.647,1939.729481435216
4105,5522.811,5518.364685507318
5694,1435.4648,2106.4909598439845
6512,2841.6344,1906.9671328569348
6590,3691.1952,2412.938050472738
5558,6624.71,4306.338748824182
1750,5956.9126,4118.110485700036
836,145.8102,-1056.6731252221734
2528,6503.5344,3808.155541838194
4831,858.882,2274.085080544978
5006,1701.7848,2235.9827337334928
7489,614.5334,812.8831626530971
2866,250.3408,235.02202896002723
7154,3835.008,3431.3165393683776
683,1488.063,1595.688149049497
499,1298.31,2044.010023006483
388,717.7324,2393.1788913298437
6101,2999.429,2811.6607940762087
3311,1346.2476,3529.7191295910775
6380,3755.112,3092.153280946904
8404,153.134,-576.5639985509388
119,1141.847,3281.2676444793715
158,1701.7848,2163.9673016292163
6968,755.0172,1411.228388118875
3986,4250.4672,1723.0424116397917
5962,1641.197,1654.4440480437058
6693,1957.452,2210.8748852143885
1044,6048.793,4182.375870120855
3964,2077.296,1904.6055609927969
6059,3704.5112,3651.996653475637
4301,3295.71,1634.4904060586596
7733,467.3916,528.3034261768237
7868,2542.0244,1754.657990689112
6837,4165.2448,4047.770809588509
3975,892.8378,1587.0488397691404
6099,567.2616,431.2050665233505
7276,1537.998,1674.1569857057355
1422,852.224,1484.583070788197
4561,2183.824,1756.175583310849
6183,3509.4318,2575.5314363582665
1644,153.7998,588.0752052099681
2480,782.9808,1281.3949007967335
2877,3165.879,3339.93919298328
2491,109.1912,-89.5002082522351
1831,1733.7432,2341.6706403450303
6464,2195.8084,1972.368194628487
6141,4460.86,2796.521790238743
7016,8062.838,5018.992702691399
1240,3415.554,3284.49555765332
2542,1211.756,1483.5333816848997
4225,233.03,1840.3603827485667
6372,2846.295,2483.858549518416
4220,1571.288,2618.157159465512
4418,2530.7058,1918.6195626748467
7542,785.644,1276.1909841877125
7198,3981.484,2478.318030718422
2041,633.8416,767.4575821764818
2223,188.4214,1150.3194603618922
3852,1073.2696,1222.5955371433286
1142,3747.1224,4288.833890212963
5139,988.0472,1976.5383317407757
7833,4482.1656,3448.553539975419
6673,1006.6896,4129.414063445639
532,95.8752,-1069.901524723813
3222,852.224,1320.2403186289566
3581,1006.6896,1740.484897471876
6043,677.1186,3266.32560659351
7004,870.8664,2371.440368464407
4013,4857.6768,3880.7149018647533
422,3415.554,3722.515406529073
7899,377.5086,611.5958351418624
1373,5426.27,3338.0132689997604
22,1587.2672,3061.3481286099645
495,2336.958,2923.269271332896
4781,2784.3756,2596.655660129821
4270,2360.9268,2110.33913095717
7680,419.454,1368.4194743488006
1718,563.9326,927.9128354735437
1683,990.7104,2655.300338752876
6415,126.502,-819.1302066379335
6079,341.5554,650.0977801874533
3744,4334.358,2397.4318597672495
2388,1004.0264,3590.5523346268687
6024,171.1106,826.2223739710348
6619,2316.984,2790.074053275038
8487,4111.315,3927.1298431833143
144,905.488,905.8536326837411
3972,1895.5326,2270.1342890864726
574,37.9506,-995.3110347319466
4018,3392.9168,2172.6664948629877
6526,2145.2076,5261.155664900965
4873,4302.3996,5250.12818268232
5968,4996.829,4112.865673032917
3706,4452.8704,5367.228069622266
3648,3257.7594,2508.922787126202
3239,3693.8584,3092.218334174063
1066,2633.9048,1914.0389476354337
167,1743.0644,1736.66504657689
5318,540.6296,595.0037321959896
1869,1518.024,1628.533594551064
1666,512.666,558.3548753770249
8265,4026.7584,2582.217729430754
526,283.6308,2071.291627976617
2931,196.411,1206.7196607914798
1112,1544.656,2681.911637133549
8004,2446.1492,3620.7689981806893
4872,2940.1728,2957.2840291262855
6711,3563.3616,2356.9904837669037
2632,1629.8784,1722.3987134894576
987,5061.4116,3705.59456747493
6561,1030.6584,2786.9080834301485
1122,1125.202,1549.8483283983944
989,5518.1504,4167.804089020544
776,857.5504,1561.3846896954635
274,2082.6224,1488.5640587302632
7376,2399.5432,2285.1394659698935
8368,1800.3232,1853.5657651333106
33,2174.5028,1564.244678658707
5379,926.7936,607.9608644839093
5253,5645.984,2511.5501047598837
1478,4211.185,4167.091471804115
6376,2651.2156,1926.4145383933844
2328,1120.5414,1143.9323395862637
8327,3012.0792,2696.9514947397797
8101,2189.1504,2882.960265406197
8192,2908.2144,1866.7844979108124
3664,1318.284,1481.1199996028772
3849,1525.3478,895.149430438956
2270,695.0952,1853.7716780202693
6757,2807.0128,2648.3539211489683
1656,3455.502,1926.8642596667082
4364,1411.496,2876.2239074403524
152,2768.3964,2826.5488366826758
4902,2290.352,2206.9945406892552
8193,2656.542,2090.8874992151427
7588,1845.5976,1617.5177927047123
7484,671.1264,3649.3456827404407
487,75.2354,-649.8507956899164
5476,193.7478,-801.0438126775714
2420,998.7,3915.376128824678
2894,1384.1982,3185.585895339036
3583,5660.6316,3156.3327947627777
1070,952.7598,794.2668224606498
134,952.094,2674.7169398055576
7575,641.8312,3919.350959821385
1454,107.8596,-832.6542864081866
5871,129.831,366.49606881800355
5864,1201.769,1106.220146828798
4512,383.5008,917.2124129962069
3053,34.6216,-1123.3809509366097
7286,1102.5648,996.1121500307986
5397,61.9194,-760.9283804885047
6970,1416.8224,1084.4747711187933
2560,1609.9044,2217.1320227295564
2026,3425.541,3665.703322129104
6578,1418.154,1515.9163053191774
3069,1736.4064,3298.406945279096
318,3877.6192,2304.474365835822
4189,3238.4512,2824.4073517026786
5306,1054.6272,1453.5506453312526
3391,2376.906,1896.532856544569
1121,593.2278,1091.1717119622363
6576,1034.6532,778.2147257880829
2899,2709.1402,3239.996498624777
7082,2801.6864,2832.9094874728594
5268,1323.6104,3297.7233736362627
4323,978.726,701.1075687124544
6096,1747.725,1926.9811188316642
1643,1198.44,2377.088382213114
6614,406.138,754.2591611648971
2134,490.0288,1949.327709925079
1382,639.168,673.9319127563288
5061,402.809,1219.5692845570695
6124,1062.6168,1536.8459535154211
5455,982.7208,2003.6372983551523
4425,998.7,1650.5732074901375
4355,4327.7,3432.555519682806
509,95.8752,-438.42513515308906
3671,2036.6822,1945.4284731211098
6900,4314.384,3128.68052448099
3286,8138.7392,5508.864489401592
7951,4218.5088,4141.882340018472
7245,517.3266,975.6896926189597
2453,1325.6078,1851.136573803193
6906,6454.931,4331.16168974504
971,615.1992,999.3558239916797
313,1677.816,2482.8957970079473
7871,1677.816,2221.130502494067
3202,539.298,554.0983396704776
5759,784.9782,2242.9633631833644
5583,3520.0846,3332.7652398081113
4858,1607.2412,1408.7707214975037
7248,1289.6546,1662.3700826476777
7802,1444.1202,2568.5724923440484
8220,2621.9204,2046.174867378328
558,2876.256,3101.952181638404
4904,4673.916,2514.2229312878253
276,7452.9652,4034.093382372929
1540,716.4008,1036.9785128160688
7511,3111.9492,2660.1868995100303
3474,755.0172,25.207604804190623
4139,394.1536,551.2156983302987
1984,4086.0146,3758.667191818417
2285,3202.498,2094.5507696401824
2615,7201.2928,5009.848575071221
3891,1358.232,1509.2112963311397
7784,2681.8424,2180.2099795944523
6444,3844.995,3801.9886507347237
6308,691.1004,1814.3726249760648
1942,3105.957,3142.7000456314277
2569,4402.2696,2464.165708735669
1977,2713.135,3188.5261467016794
1220,2884.2456,2299.592347876242
5601,3113.2808,3577.2786004276127
8499,2976.126,1737.7682178305474
3182,1142.5128,1430.4876257333058
2381,4374.306,3862.8863601347553
2585,4225.1668,3138.3983428990764
6390,4434.228,3498.9514359641435
4887,1749.7224,1856.7587125346606
8066,4171.9028,2650.0854360629446
286,296.9468,542.9214389211133
994,2982.784,2636.010629698241
2586,139.818,-1171.2233690280125
4753,3793.7284,2724.9746703875026
1952,554.6114,1387.6901882701868
7984,1245.046,1691.444740264879
7356,974.0654,1468.9213339966473
5904,517.9924,4022.371429942509
72,4604.6728,2531.8113784450366
519,5344.3766,5046.330806826065
5081,1342.2528,1588.1186279986885
4978,1784.344,2824.685865676675
7150,4407.596,3440.1985607064953
548,2094.6068,1736.4052033712262
2888,2167.179,1736.5789467121667
7428,1845.5976,1654.9116362499965
1892,1583.9382,2051.886360565423
8007,262.3252,2139.0541185330985
6702,1179.1318,846.7137561231798
5356,1158.492,3127.138448172822
1955,1514.695,1573.133515887604
5362,1006.6896,1754.8529193375234
7667,2253.0672,2086.536438790512
2190,934.7832,521.375506569748
5564,751.0224,1049.108340554949
3711,1619.2256,1649.3306589974825
1675,2007.387,2348.054837640768
6257,1342.2528,2185.299739100934
842,1470.0864,1031.6231838780568
247,974.7312,2665.1226465569553
8025,207.7296,-1051.6637696227044
8516,858.882,649.237860307022
4110,2621.9204,1648.9239150357741
3573,1518.024,2391.727397632942
2217,2428.8384,2309.6969677841835
7779,1258.362,1404.800203495629
4339,1114.5492,1944.6165175409494
5553,2456.802,3867.83972093414
6285,2902.888,2303.8625636051925
5335,339.558,683.8666381725644
3993,529.9768,2241.473621468544
3485,666.4658,855.5979545429848
3996,110.5228,-74.36724574669415
2565,3844.995,3107.2059865017163
4999,2324.9736,3819.965870040117
6934,2616.594,4254.394868475326
4770,253.004,127.38582199154666
3083,7534.1928,2951.4212789173444
725,918.804,2159.3719845604774
2682,3531.4032,2340.9369387935376
7922,801.6232,2460.7084553019567
1741,614.5334,844.3811663247957
6721,1573.9512,2152.3879794473396
6897,3261.7542,2360.053271541803
779,597.2226,819.5458912731692
50,3134.5864,2415.9136346090795
4696,2534.0348,3595.789763094071
7639,123.173,195.80483721612063
7978,3350.3056,2950.7364520578794
406,5770.4886,3408.464207863305
4234,3379.6008,3022.432029062317
5514,3880.2824,2073.0760593564582
4034,107.8596,145.7614178043682
6652,715.0692,1937.6241129287193
2655,2066.6432,2089.6583938415097
2141,5294.4416,4490.717492657443
6291,441.4254,1980.6743047005814
6519,2504.7396,2165.8014564768637
2617,1522.0188,2312.127259087836
6784,610.5386,1410.7764323533224
3465,1518.024,2876.344933844653
156,262.3252,1825.862877525933
8502,3020.0688,3388.369158917039
2795,308.9312,633.2384450400841
6627,343.5528,883.389382189438
6518,2259.0594,3915.372673195477
578,4655.2736,3878.1634964008754
4302,3338.987,3099.673685949524
8096,1163.8184,1081.1503996744364
2948,3868.9638,3084.929402023267
4004,4327.7,4221.918716304682
2872,796.9626,784.1048684030786
2653,4195.8716,2930.7635911856955
8111,363.5268,1295.2763104308103
1308,343.5528,1948.7648546464338
317,452.744,1820.5877268402446
5587,1231.73,703.969630339654
5817,596.5568,517.1206574624148
7573,3435.528,2323.9195957207785
2958,3350.3056,2978.51052499686
1812,1597.92,1652.611036458854
7785,3146.5708,2798.7253255114197
2531,2087.9488,2349.532580769902
4627,4727.18,3128.9157785885586
7289,1651.184,1748.6888785591448
4957,298.2784,-710.2603482499009
6418,185.0924,-408.92055124326544
188,2336.958,2900.7190233139936
2004,4777.7808,3207.7908692819315
4235,494.0236,605.4459727741039
5129,3427.5384,2525.5937570324054
217,260.9936,2254.4034745050503
2405,2109.2544,1809.4069805963727
5168,282.2992,762.0167860393683
3753,3998.7948,3476.7178889671527
1978,447.4176,936.9643232245937
4226,476.047,1531.1368539475948
5992,3243.7776,3862.50152832317
6005,1693.7952,1790.9019402282572
2767,185.7582,1873.6697361855936
2760,2588.6304,2311.7701030774633
4160,1938.8096,2331.0950841690706
4338,5704.5744,4638.3731988927375
1334,4098.6648,1786.9980682601445
1597,1893.5352,2828.8724986584944
7482,3467.4864,1499.4596900403317
8335,708.4112,867.780088068002
1833,1985.4156,2311.133530029114
7970,2157.192,2830.2254488225135
1514,3368.948,3761.544653991147
2887,6359.7216,3877.6643269050537
2423,1225.072,1039.8935087700104
6035,88.5514,-440.88562475320555
7301,3728.48,2915.8855224658178
1063,568.5932,434.1885046778018
4912,4853.682,2923.1314836598626
1172,2251.7356,1927.5001138412902
8105,1155.8288,1430.7261092088065
2929,4604.6728,3795.1599721088905
7323,1188.453,3710.1389162645887
1972,1120.5414,1137.7012922852048
1768,1398.18,1601.7203881686241
122,186.424,-325.1146935294107
4488,1406.1696,1378.9570482299323
1529,3749.7856,2620.2772137387255
1621,3755.112,3033.3482531240525
7278,326.242,719.4549183606614
4942,2221.1088,2861.0813957902155
1928,1897.53,1981.9934451166105
2890,2846.295,2738.793605972027
1087,1522.0188,3956.270424338184
5036,4094.67,2546.998325012398
8437,2596.62,1649.037347242923
6129,1693.7952,2192.312023900724
294,5499.508,4521.3164581452875
7132,2449.4782,3166.2807273307662
6197,2526.711,3272.808354982382
7870,1480.0734,2680.3031154485325
5439,1581.9408,1080.2985463023363
8438,3034.0506,2232.567331226483
1642,211.7244,-52.62063275600872
1234,872.198,1290.0653548546138
1185,822.263,639.555131419507
3046,295.6152,454.7525847860909
384,3523.4136,2147.704875367809
3756,5552.1062,2555.4660917369583
7476,1494.0552,1410.8760448232258
2663,102.5332,-168.96043972447296
4982,3367.6164,2960.328578562113
4987,455.4072,498.93571306235754
684,5159.2842,3054.2443041403703
8022,5812.434,3027.2153122787804
4085,2120.573,2640.442724174742
7110,2644.5576,3529.5104505517693
1533,1943.4702,1456.2720218864358
451,1816.3024,1397.1268099015392
4237,1404.1722,1232.2746854497498
2640,1288.9888,2400.197559200738
1376,1151.1682,2435.779438861827
1914,515.3292,-374.4256417433628
5866,6636.6944,3695.2037741689837
2980,3101.2964,2850.0685708480482
1490,486.034,1973.8706925402682
4629,447.4176,2048.6027691152826
5777,335.5632,860.2847049996935
4030,1318.284,1825.8687453739055
1811,468.7232,861.0384372866708
2038,1470.0864,2966.3278756145905
6159,697.0926,1834.2928642267525
5313,750.3566,1726.7213805721135
6134,8217.3036,5463.409836678882
1536,2320.9788,2559.1140687188667
2604,3956.8494,3027.122457432049
5598,1882.2166,2693.8381702297015
396,3707.1744,3733.135066613541
8376,3717.8272,3632.866427599854
6157,583.2408,1489.571157456957
14,1977.426,3108.102484230224
5546,1980.755,3287.005898482278
1900,4566.0564,3910.0326926407324
2475,361.5294,76.82080890902898
7343,8209.314,4325.154059931094
6939,886.8456,1194.508892606961
7658,826.2578,2223.789917264954
4092,647.1576,2325.5007182271584
4857,722.393,1390.8420429695916
5603,169.779,897.7477994391877
4178,653.1498,3466.9350317806343
7160,1318.284,1421.4528159713138
8407,575.2512,2281.0595364370665
6752,882.8508,2414.595835446711
4716,3182.524,2616.7313772110297
90,369.519,167.56171593846648
5421,2149.2024,2774.927667806187
5326,3950.1914,3711.9041864900305
5632,2852.2872,2462.7600651027365
5354,272.978,-1039.912760747264
8167,1857.582,2271.816896702813
3126,2090.612,3151.0598284438743
6020,1218.414,858.6662787993998
3050,3761.77,2402.538177876931
3490,1687.1372,3812.237756510378
6669,1670.4922,1992.9146502938183
4948,1981.4208,3888.7988605389774
6047,1488.063,1573.451034784051
15,1547.3192,919.9575839728091
1315,1413.4934,1827.4251224261307
8484,2324.9736,1934.9854092490955
2693,3408.896,4196.635717738998
5183,2458.1336,2748.661775804492
6413,447.4176,1111.9142053339374
5296,3159.8868,3772.569068262491
5248,3709.8376,4122.621305823911
