,y_test,prediction
7019,2466.789,2236.9648114987385
4574,2303.668,1845.4648114987385
4589,1543.3244,2173.1835614987385
7801,2432.8332,2617.1835614987385
8255,2696.49,1608.7148114987385
7646,790.9704,646.0898114987385
6132,5438.9202,3780.2148114987385
5663,1174.4712,1534.7148114987385
3637,1166.4816,815.2148114987385
2966,143.8128,472.0585614987385
6577,761.6752,1723.4648114987385
6261,4288.4178,4971.1835614987385
4083,1216.4166,4133.6835614987385
4415,5219.872,2976.7148114987385
2643,5976.2208,3646.2148114987385
1132,1901.5248,2370.2148114987385
5686,856.8846,1488.7148114987385
7491,3175.866,2857.7148114987385
938,89.2172,-360.4414385012615
7453,509.337,1050.4648114987385
6510,3251.1014,2569.6835614987385
234,605.878,705.0898114987385
722,1780.3492,2070.2148114987385
187,778.986,2275.5898114987385
3526,473.3838,1611.0898114987385
4699,6831.108,3712.9648114987385
2793,1837.608,1210.2148114987385
6198,3214.4824,3010.1835614987385
2650,2524.0478,2411.7148114987385
7761,1403.5064,1366.2148114987385
3112,886.8456,1567.4648114987385
635,5087.3778,4524.1835614987385
7677,2045.3376,4019.6835614987385
4413,3900.9222,2403.0898114987385
4937,3658.571,1588.0898114987385
5645,2077.296,2589.1835614987385
1034,75.9012,-1140.6914385012615
3326,3478.805,2875.6835614987385
1103,5350.3688,2563.1835614987385
6440,1113.2176,951.2148114987385
2578,2648.5524,2363.0898114987385
394,3259.7568,2997.0898114987385
4994,2292.3494,3307.3398114987385
787,129.1652,-835.1914385012615
2152,2348.9424,2038.3398114987385
5105,1230.3984,1725.6835614987385
3379,727.0536,954.2148114987385
4800,488.6972,1852.8085614987385
5276,2055.3246,1597.9648114987385
6608,691.1004,1842.8398114987385
7114,3174.5344,3159.6835614987385
6423,569.259,2651.3398114987385
5840,1446.1176,1636.7148114987385
3766,5267.8096,3624.9648114987385
5575,885.514,1496.1835614987385
3779,3563.3616,2063.9648114987385
5977,8474.3024,5068.1835614987385
7052,3675.216,3585.4648114987385
1082,1584.604,1698.1835614987385
7917,743.0328,1389.2148114987385
5836,3271.7412,3689.6835614987385
3976,1592.5936,2499.9335614987385
1783,2364.9216,2291.2148114987385
1414,3420.8804,5124.6835614987385
3724,5000.8238,4154.6835614987385
5605,1607.907,3322.2148114987385
2509,2960.1468,2306.1835614987385
2067,1518.024,2346.4648114987385
2774,1419.4856,1750.8398114987385
6630,173.108,-493.9414385012615
1817,4410.2592,3010.7148114987385
3805,2182.4924,3091.7148114987385
2081,392.822,1207.5585614987385
7551,3229.7958,4167.9335614987385
5173,2302.3364,2889.8398114987385
3714,5299.768,4118.7148114987385
692,4974.1918,4009.1835614987385
1235,3235.788,2579.0898114987385
5770,2388.2246,2324.9648114987385
642,3246.4408,2320.6835614987385
7419,2444.8176,2167.6835614987385
3315,2956.152,3020.6835614987385
3679,2695.1584,2127.4648114987385
38,388.1614,2110.6835614987385
7813,109.1912,-960.4414385012615
5155,354.2056,1115.0585614987385
8405,124.5046,140.05856149873853
1180,2190.482,2468.7148114987385
1022,352.874,935.8085614987385
7538,1817.634,2413.6835614987385
8284,197.0768,-247.94143850126147
7975,922.7988,1402.0898114987385
1332,1957.452,2288.8398114987385
5873,2422.1804,2121.1835614987385
2189,5243.8408,3633.6835614987385
1386,3691.1952,2790.4335614987385
147,1597.92,2664.2148114987385
8244,3964.839,4305.5898114987385
7158,5592.72,3482.0898114987385
4520,2302.3364,1959.9648114987385
3769,3567.3564,4515.9335614987385
5470,1791.6678,1035.9648114987385
7898,790.9704,2333.3085614987385
8441,777.6544,1576.7148114987385
4919,341.5554,1810.3398114987385
196,992.7078,807.0898114987385
5367,2596.62,2712.2148114987385
1456,351.5424,1440.2148114987385
277,450.0808,1841.5898114987385
1830,1468.089,721.7148114987385
2172,697.7584,960.0585614987385
3266,5752.512,3348.6835614987385
1379,5816.4288,5240.9335614987385
4844,102.5332,-92.19143850126147
6799,459.402,3619.5898114987385
7782,2345.6134,2941.4648114987385
2843,2796.36,3717.9648114987385
1283,1581.275,1068.7148114987385
3375,352.874,849.5585614987385
5739,2087.283,2637.3398114987385
5937,312.926,574.8085614987385
3180,1524.0162,1640.5585614987385
7671,1078.596,505.6835614987385
8210,3435.528,3331.4648114987385
2417,3731.809,3113.5898114987385
7299,3352.303,2870.7148114987385
958,1973.4312,2614.2148114987385
6956,2125.2336,1591.8398114987385
3740,91.8804,-938.4414385012615
3079,497.3526,1136.9648114987385
5167,683.1108,1905.1835614987385
839,2857.6136,1563.7148114987385
39,2180.495,2874.6835614987385
7852,1342.2528,1622.1835614987385
4881,2792.3652,2460.2148114987385
6258,2512.7292,2672.6835614987385
7427,884.1824,1599.5585614987385
3603,330.2368,831.5585614987385
7648,1070.6064,1427.7148114987385
462,1787.673,1902.2148114987385
4065,1845.5976,2765.2148114987385
982,384.8324,1220.0585614987385
6296,247.6776,210.05856149873853
641,6611.394,3142.5898114987385
454,2683.174,1442.1835614987385
20,3775.086,3956.1835614987385
8401,1395.5168,1509.7148114987385
8283,1845.5976,1548.5898114987385
3639,390.1588,1379.0585614987385
244,3225.1352,3597.4648114987385
2984,1257.0304,2494.4648114987385
6154,3874.956,3104.9648114987385
3978,882.8508,878.2148114987385
4609,1049.9666,553.1835614987385
6039,1757.712,2375.1835614987385
882,300.9416,704.0585614987385
3443,1150.5024,867.3398114987385
7632,41.9454,-1125.9414385012615
4967,3146.5708,2986.8398114987385
3634,1601.249,2090.4648114987385
4060,5609.365,4918.1835614987385
651,229.701,-991.9414385012615
1852,874.8612,532.0898114987385
162,3315.684,3188.7148114987385
7043,992.7078,2402.4648114987385
4240,1518.024,3014.8398114987385
6163,1957.452,2268.3398114987385
5863,2387.5588,3017.1835614987385
304,7696.648,3397.1835614987385
4853,2852.2872,3260.5898114987385
7311,1494.0552,1513.6835614987385
7398,1494.0552,1435.7148114987385
6866,647.8234,1468.2148114987385
6943,325.5762,1816.6835614987385
1085,5173.266,4225.9335614987385
7496,2868.2664,3798.9648114987385
5165,2954.1546,2751.1835614987385
2457,5099.3622,3415.9648114987385
8008,2743.7618,3441.4648114987385
2813,113.186,183.55856149873853
2214,2936.178,3076.1835614987385
1168,2519.3872,1860.1835614987385
8070,868.869,1734.3398114987385
6148,2740.4328,3071.2148114987385
8253,2896.8958,2411.9648114987385
6913,325.5762,1820.6835614987385
6340,3123.9336,3087.9648114987385
8003,1342.2528,3047.1835614987385
1261,2681.8424,2311.1835614987385
296,583.2408,753.7148114987385
229,3101.2964,4288.6835614987385
2241,856.8846,1088.4648114987385
4407,587.2356,1694.2148114987385
221,1416.8224,1450.7148114987385
6982,5073.396,4030.4648114987385
6688,5888.3352,4527.4335614987385
1411,928.791,1086.1835614987385
2549,6381.693,2302.1835614987385
4123,4082.6856,2367.7148114987385
5435,2127.231,2468.4648114987385
2076,2516.724,2111.2148114987385
7886,1857.582,1668.1835614987385
3840,1559.9694,2395.6835614987385
4068,1761.7068,1588.4648114987385
5972,549.285,1090.3085614987385
7176,2037.348,2676.8398114987385
1091,2503.408,2553.6835614987385
7138,652.484,1086.3398114987385
8141,452.744,735.9648114987385
2250,458.0704,1751.8398114987385
4977,2446.815,2525.8398114987385
5518,2463.46,1307.7148114987385
6481,2716.464,2244.1835614987385
6605,1125.202,2411.1835614987385
4328,5690.5926,2767.2148114987385
8153,1719.7614,2985.5898114987385
6289,2247.075,3122.5898114987385
2676,4134.618,3101.2148114987385
4582,3495.45,3849.8398114987385
5399,2802.3522,1924.7148114987385
8412,2203.798,3485.4648114987385
5599,429.441,373.8085614987385
4076,2450.144,2675.6835614987385
6436,3506.7686,2270.1835614987385
3636,6338.416,2918.2148114987385
841,178.4344,-415.1914385012615
3528,3872.9586,2904.5898114987385
1547,829.5868,568.5898114987385
6724,1454.1072,1980.6835614987385
6853,3098.6332,1983.2148114987385
8046,392.822,3139.0898114987385
1029,1198.44,997.4648114987385
7766,1707.777,1919.6835614987385
6670,264.9884,2275.0585614987385
8148,3142.576,3087.1835614987385
7355,80.5618,-551.4414385012615
4900,3439.5228,2508.1835614987385
6428,1808.9786,2543.6835614987385
5498,309.597,1423.5898114987385
7533,2572.6512,2970.6835614987385
7994,3593.3226,2679.5898114987385
3910,1621.8888,3440.4335614987385
2568,659.142,529.1835614987385
2644,884.1824,932.3398114987385
733,1807.647,1938.9648114987385
4105,5522.811,5519.1835614987385
5694,1435.4648,2103.4648114987385
6512,2841.6344,1904.1835614987385
6590,3691.1952,2412.1835614987385
5558,6624.71,4304.9648114987385
1750,5956.9126,4119.0898114987385
836,145.8102,-1056.4414385012615
2528,6503.5344,3815.0898114987385
4831,858.882,2274.5898114987385
5006,1701.7848,2236.8398114987385
7489,614.5334,814.4648114987385
2866,250.3408,237.55856149873853
7154,3835.008,3430.0898114987385
683,1488.063,1594.5898114987385
499,1298.31,2045.3398114987385
388,717.7324,2397.1835614987385
6101,2999.429,2810.1835614987385
3311,1346.2476,3530.5898114987385
6380,3755.112,3091.8398114987385
8404,153.134,-572.4414385012615
119,1141.847,3283.1835614987385
158,1701.7848,2161.6835614987385
6968,755.0172,1412.2148114987385
3986,4250.4672,1721.5898114987385
5962,1641.197,1656.1835614987385
6693,1957.452,2209.4648114987385
1044,6048.793,4181.6835614987385
3964,2077.296,1906.2148114987385
6059,3704.5112,3652.6835614987385
4301,3295.71,1630.2148114987385
7733,467.3916,530.9648114987385
7868,2542.0244,1751.2148114987385
6837,4165.2448,4050.0898114987385
3975,892.8378,1589.6835614987385
6099,567.2616,433.3085614987385
7276,1537.998,1672.6835614987385
1422,852.224,1485.7148114987385
4561,2183.824,1755.5898114987385
6183,3509.4318,2574.6835614987385
1644,153.7998,585.8085614987385
2480,782.9808,1282.3085614987385
2877,3165.879,3339.7148114987385
2491,109.1912,-87.94143850126147
1831,1733.7432,2339.0898114987385
6464,2195.8084,1970.3398114987385
6141,4460.86,2794.4648114987385
7016,8062.838,5019.6835614987385
1240,3415.554,3283.6835614987385
2542,1211.756,1485.6835614987385
4225,233.03,1840.0585614987385
6372,2846.295,2482.9648114987385
4220,1571.288,2618.9648114987385
4418,2530.7058,1919.8398114987385
7542,785.644,1276.9648114987385
7198,3981.484,2480.8398114987385
2041,633.8416,769.6835614987385
2223,188.4214,1150.5585614987385
3852,1073.2696,1221.1835614987385
1142,3747.1224,4290.1835614987385
5139,988.0472,1976.9335614987385
7833,4482.1656,3450.1835614987385
6673,1006.6896,4129.6835614987385
532,95.8752,-1074.4414385012615
3222,852.224,1317.9648114987385
3581,1006.6896,1740.4648114987385
6043,677.1186,3267.2148114987385
7004,870.8664,2372.2148114987385
4013,4857.6768,3880.6835614987385
422,3415.554,3723.4648114987385
7899,377.5086,610.4648114987385
1373,5426.27,3335.6835614987385
22,1587.2672,3061.0898114987385
495,2336.958,2924.6835614987385
4781,2784.3756,2594.5898114987385
4270,2360.9268,2110.2148114987385
7680,419.454,1370.3398114987385
1718,563.9326,928.6835614987385
1683,990.7104,2655.7148114987385
6415,126.502,-818.9414385012615
6079,341.5554,647.2148114987385
3744,4334.358,2394.9648114987385
2388,1004.0264,3589.8398114987385
6024,171.1106,827.5585614987385
6619,2316.984,2789.9648114987385
8487,4111.315,3925.6835614987385
144,905.488,905.5898114987385
3972,1895.5326,2268.6835614987385
574,37.9506,-992.1914385012615
4018,3392.9168,2171.7148114987385
6526,2145.2076,5261.4335614987385
4873,4302.3996,5253.6835614987385
5968,4996.829,4112.9648114987385
3706,4452.8704,5370.1835614987385
3648,3257.7594,2505.5898114987385
3239,3693.8584,3092.9648114987385
1066,2633.9048,1913.0898114987385
167,1743.0644,1736.4648114987385
5318,540.6296,594.7148114987385
1869,1518.024,1629.2148114987385
1666,512.666,558.3398114987385
8265,4026.7584,2582.7148114987385
526,283.6308,2072.4648114987385
2931,196.411,1209.8085614987385
1112,1544.656,2681.4335614987385
8004,2446.1492,3620.9648114987385
4872,2940.1728,2954.0898114987385
6711,3563.3616,2355.7148114987385
2632,1629.8784,1722.4648114987385
987,5061.4116,3704.3398114987385
6561,1030.6584,2787.9648114987385
1122,1125.202,1552.6835614987385
989,5518.1504,4169.4335614987385
776,857.5504,1557.1835614987385
274,2082.6224,1490.1835614987385
7376,2399.5432,2284.9648114987385
8368,1800.3232,1855.3398114987385
33,2174.5028,1566.2148114987385
5379,926.7936,606.0898114987385
5253,5645.984,2512.2148114987385
1478,4211.185,4168.1835614987385
6376,2651.2156,1926.5898114987385
2328,1120.5414,1144.9648114987385
8327,3012.0792,2700.1835614987385
8101,2189.1504,2881.5898114987385
8192,2908.2144,1869.1835614987385
3664,1318.284,1480.4648114987385
3849,1525.3478,893.2148114987385
2270,695.0952,1853.2148114987385
6757,2807.0128,2648.9648114987385
1656,3455.502,1926.4648114987385
4364,1411.496,2877.6835614987385
152,2768.3964,2825.8398114987385
4902,2290.352,2207.0898114987385
8193,2656.542,2093.1835614987385
7588,1845.5976,1618.9648114987385
7484,671.1264,3649.2148114987385
487,75.2354,-648.9414385012615
5476,193.7478,-799.6914385012615
2420,998.7,3915.4648114987385
2894,1384.1982,3186.2148114987385
3583,5660.6316,3157.7148114987385
1070,952.7598,794.5898114987385
134,952.094,2674.9648114987385
7575,641.8312,3917.1835614987385
1454,107.8596,-828.4414385012615
5871,129.831,369.0585614987385
5864,1201.769,1104.4648114987385
4512,383.5008,919.0898114987385
3053,34.6216,-1120.9414385012615
7286,1102.5648,998.2148114987385
5397,61.9194,-761.9414385012615
6970,1416.8224,1082.1835614987385
2560,1609.9044,2220.0898114987385
2026,3425.541,3664.3398114987385
6578,1418.154,1516.7148114987385
3069,1736.4064,3296.1835614987385
318,3877.6192,2301.3398114987385
4189,3238.4512,2824.4648114987385
5306,1054.6272,1453.7148114987385
3391,2376.906,1896.2148114987385
1121,593.2278,1092.4648114987385
6576,1034.6532,773.8085614987385
2899,2709.1402,3241.5898114987385
7082,2801.6864,2832.3398114987385
5268,1323.6104,3300.9648114987385
4323,978.726,699.1835614987385
6096,1747.725,1926.8398114987385
1643,1198.44,2379.2148114987385
6614,406.138,756.2148114987385
2134,490.0288,1947.9648114987385
1382,639.168,675.5898114987385
5061,402.809,1221.7148114987385
6124,1062.6168,1534.0898114987385
5455,982.7208,2004.0585614987385
4425,998.7,1647.2148114987385
4355,4327.7,3433.1835614987385
509,95.8752,-439.6914385012615
3671,2036.6822,1948.0898114987385
6900,4314.384,3131.7148114987385
3286,8138.7392,5509.9335614987385
7951,4218.5088,4138.9648114987385
7245,517.3266,976.0585614987385
2453,1325.6078,1848.7148114987385
6906,6454.931,4330.4335614987385
971,615.1992,1000.2148114987385
313,1677.816,2483.6835614987385
7871,1677.816,2223.1835614987385
3202,539.298,553.2148114987385
5759,784.9782,2242.5585614987385
5583,3520.0846,3332.4648114987385
4858,1607.2412,1406.1835614987385
7248,1289.6546,1663.1835614987385
7802,1444.1202,2568.1835614987385
8220,2621.9204,2048.1835614987385
558,2876.256,3101.2148114987385
4904,4673.916,2512.6835614987385
276,7452.9652,4033.0898114987385
1540,716.4008,1038.0585614987385
7511,3111.9492,2659.6835614987385
3474,755.0172,22.058561498738527
4139,394.1536,550.4648114987385
1984,4086.0146,3757.1835614987385
2285,3202.498,2092.5898114987385
2615,7201.2928,5011.1835614987385
3891,1358.232,1511.3398114987385
7784,2681.8424,2179.3398114987385
6444,3844.995,3800.9648114987385
6308,691.1004,1817.0585614987385
1942,3105.957,3138.6835614987385
2569,4402.2696,2462.7148114987385
1977,2713.135,3189.4335614987385
1220,2884.2456,2296.1835614987385
5601,3113.2808,3578.0898114987385
8499,2976.126,1737.4648114987385
3182,1142.5128,1431.9648114987385
2381,4374.306,3864.1835614987385
2585,4225.1668,3137.6835614987385
6390,4434.228,3496.4648114987385
4887,1749.7224,1851.1835614987385
8066,4171.9028,2649.9648114987385
286,296.9468,543.0585614987385
994,2982.784,2639.7148114987385
2586,139.818,-1175.4414385012615
4753,3793.7284,2726.9648114987385
1952,554.6114,1389.6835614987385
7984,1245.046,1689.6835614987385
7356,974.0654,1468.6835614987385
5904,517.9924,4022.5898114987385
72,4604.6728,2531.1835614987385
519,5344.3766,5047.4335614987385
5081,1342.2528,1586.2148114987385
4978,1784.344,2825.2148114987385
7150,4407.596,3440.1835614987385
548,2094.6068,1737.7148114987385
2888,2167.179,1736.2148114987385
7428,1845.5976,1656.4648114987385
1892,1583.9382,2052.8398114987385
8007,262.3252,2136.8085614987385
6702,1179.1318,846.4648114987385
5356,1158.492,3127.2148114987385
1955,1514.695,1573.2148114987385
5362,1006.6896,1754.9648114987385
7667,2253.0672,2087.9648114987385
2190,934.7832,519.4648114987385
5564,751.0224,1048.9648114987385
3711,1619.2256,1647.4648114987385
1675,2007.387,2349.1835614987385
6257,1342.2528,2185.6835614987385
842,1470.0864,1031.9648114987385
247,974.7312,2663.4648114987385
8025,207.7296,-1053.4414385012615
8516,858.882,650.3398114987385
4110,2621.9204,1651.1835614987385
3573,1518.024,2390.9648114987385
2217,2428.8384,2307.6835614987385
7779,1258.362,1404.2148114987385
4339,1114.5492,1940.1835614987385
5553,2456.802,3868.3398114987385
6285,2902.888,2304.7148114987385
5335,339.558,684.4648114987385
3993,529.9768,2239.5585614987385
3485,666.4658,857.8398114987385
3996,110.5228,-73.94143850126147
2565,3844.995,3107.9648114987385
4999,2324.9736,3822.1835614987385
6934,2616.594,4255.4648114987385
4770,253.004,128.80856149873853
3083,7534.1928,2951.7148114987385
725,918.804,2157.4335614987385
2682,3531.4032,2342.0898114987385
7922,801.6232,2464.1835614987385
1741,614.5334,844.0898114987385
6721,1573.9512,2152.9648114987385
6897,3261.7542,2360.3398114987385
779,597.2226,817.2148114987385
50,3134.5864,2415.5898114987385
4696,2534.0348,3595.0898114987385
7639,123.173,193.55856149873853
7978,3350.3056,2947.1835614987385
406,5770.4886,3409.6835614987385
4234,3379.6008,3021.4648114987385
5514,3880.2824,2073.7148114987385
4034,107.8596,147.30856149873853
6652,715.0692,1937.7148114987385
2655,2066.6432,2090.5898114987385
2141,5294.4416,4489.4335614987385
6291,441.4254,1980.6835614987385
6519,2504.7396,2166.2148114987385
2617,1522.0188,2309.4648114987385
6784,610.5386,1408.2148114987385
3465,1518.024,2873.1835614987385
156,262.3252,1828.2148114987385
8502,3020.0688,3387.5898114987385
2795,308.9312,635.0585614987385
6627,343.5528,885.0585614987385
6518,2259.0594,3913.8398114987385
578,4655.2736,3877.7148114987385
4302,3338.987,3098.5898114987385
8096,1163.8184,1080.7148114987385
2948,3868.9638,3086.1835614987385
4004,4327.7,4220.1835614987385
2872,796.9626,783.7148114987385
2653,4195.8716,2930.2148114987385
8111,363.5268,1297.7148114987385
1308,343.5528,1949.4648114987385
317,452.744,1818.5585614987385
5587,1231.73,699.6835614987385
5817,596.5568,513.6835614987385
7573,3435.528,2325.3398114987385
2958,3350.3056,2975.1835614987385
1812,1597.92,1651.9648114987385
7785,3146.5708,2795.1835614987385
2531,2087.9488,2349.8398114987385
4627,4727.18,3131.6835614987385
7289,1651.184,1747.2148114987385
4957,298.2784,-709.4414385012615
6418,185.0924,-408.4414385012615
188,2336.958,2900.8398114987385
2004,4777.7808,3206.2148114987385
4235,494.0236,605.9648114987385
5129,3427.5384,2524.6835614987385
217,260.9936,2253.0585614987385
2405,2109.2544,1809.8398114987385
5168,282.2992,763.0898114987385
3753,3998.7948,3478.6835614987385
1978,447.4176,936.9648114987385
4226,476.047,1531.8398114987385
5992,3243.7776,3863.1835614987385
6005,1693.7952,1792.1835614987385
2767,185.7582,1882.3085614987385
2760,2588.6304,2311.7148114987385
4160,1938.8096,2328.7148114987385
4338,5704.5744,4646.9335614987385
1334,4098.6648,1786.3398114987385
1597,1893.5352,2831.9648114987385
7482,3467.4864,1499.6835614987385
8335,708.4112,868.4648114987385
1833,1985.4156,2310.4648114987385
7970,2157.192,2830.6835614987385
1514,3368.948,3761.6835614987385
2887,6359.7216,3874.9648114987385
2423,1225.072,1039.8398114987385
6035,88.5514,-438.9414385012615
7301,3728.48,2915.2148114987385
1063,568.5932,436.7148114987385
4912,4853.682,2925.6835614987385
1172,2251.7356,1928.5898114987385
8105,1155.8288,1431.4648114987385
2929,4604.6728,3793.3398114987385
7323,1188.453,3709.2148114987385
1972,1120.5414,1141.3398114987385
1768,1398.18,1602.2148114987385
122,186.424,-327.4414385012615
4488,1406.1696,1376.9648114987385
1529,3749.7856,2616.1835614987385
1621,3755.112,3033.4648114987385
7278,326.242,716.8085614987385
4942,2221.1088,2858.1835614987385
1928,1897.53,1983.6835614987385
2890,2846.295,2738.4648114987385
1087,1522.0188,3952.3398114987385
5036,4094.67,2546.1835614987385
8437,2596.62,1647.4648114987385
6129,1693.7952,2194.4335614987385
294,5499.508,4521.4335614987385
7132,2449.4782,3166.5898114987385
6197,2526.711,3273.3398114987385
7870,1480.0734,2679.9648114987385
5439,1581.9408,1079.2148114987385
8438,3034.0506,2230.7148114987385
1642,211.7244,-50.19143850126147
1234,872.198,1287.6835614987385
1185,822.263,638.3085614987385
3046,295.6152,453.5585614987385
384,3523.4136,2145.5898114987385
3756,5552.1062,2555.7148114987385
7476,1494.0552,1409.7148114987385
2663,102.5332,-165.94143850126147
4982,3367.6164,2957.4648114987385
4987,455.4072,496.5585614987385
684,5159.2842,3052.7148114987385
8022,5812.434,3024.2148114987385
4085,2120.573,2640.7148114987385
7110,2644.5576,3526.9648114987385
1533,1943.4702,1455.8398114987385
451,1816.3024,1397.4648114987385
4237,1404.1722,1232.0898114987385
2640,1288.9888,2395.6835614987385
1376,1151.1682,2434.1835614987385
1914,515.3292,-375.4414385012615
5866,6636.6944,3695.3398114987385
2980,3101.2964,2848.9648114987385
1490,486.034,1976.8085614987385
4629,447.4176,2049.5898114987385
5777,335.5632,860.0898114987385
4030,1318.284,1826.2148114987385
1811,468.7232,856.6835614987385
2038,1470.0864,2966.8398114987385
6159,697.0926,1835.0585614987385
5313,750.3566,1727.0898114987385
6134,8217.3036,5465.6835614987385
1536,2320.9788,2559.8398114987385
2604,3956.8494,3026.4648114987385
5598,1882.2166,2691.4648114987385
396,3707.1744,3734.6835614987385
8376,3717.8272,3631.3398114987385
6157,583.2408,1489.5898114987385
14,1977.426,3107.4648114987385
5546,1980.755,3287.6835614987385
1900,4566.0564,3908.8398114987385
2475,361.5294,79.05856149873853
7343,8209.314,4325.1835614987385
6939,886.8456,1194.7148114987385
7658,826.2578,2225.6835614987385
4092,647.1576,2326.5898114987385
4857,722.393,1391.3398114987385
5603,169.779,897.8085614987385
4178,653.1498,3466.9648114987385
7160,1318.284,1421.4648114987385
8407,575.2512,2278.6835614987385
6752,882.8508,2414.8398114987385
4716,3182.524,2616.9648114987385
90,369.519,169.05856149873853
5421,2149.2024,2772.2148114987385
5326,3950.1914,3709.5898114987385
5632,2852.2872,2461.4648114987385
